ATDNNR,Country,Subdivision,Site,PlotCode,Forest_old,Forest,NewForest,Altitude,Latitude,Longitude,PlotSize,PlotType,DBHmin,N,co-author,Owner/contact
1253,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_13,TF,TF,TFGS,,-1.64,-56.53,1,combi,10,475,y,Rafael Salomão
1254,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_14,TF,TF,TFGS,,-1.64,-56.52,1,combi,10,474,y,Rafael Salomão
1255,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_15,TF,TF,TFGS,,-1.65,-56.53,1.25,combi,10,624,y,Rafael Salomão
1256,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_16,TF,TF,TFGS,,-1.66,-56.52,1.25,combi,10,634,y,Rafael Salomão
1257,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_17,TF,TF,TFGS,,-1.66,-56.53,0.75,combi,10,395,y,Rafael Salomão
1258,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_18,TF,TF,TFGS,,-1.65,-56.51,0.75,combi,10,376,y,Rafael Salomão
1259,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_19,TF,TF,TFGS,,-1.64,-56.54,1.25,combi,10,603,y,Rafael Salomão
1260,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_20,TF,TF,TFGS,,-1.64,-56.54,0.75,combi,10,372,y,Rafael Salomão
1261,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_21,TF,TF,TFGS,,-1.64,-56.54,0.75,combi,10,340,y,Rafael Salomão
1262,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_22,TF,TF,TFGS,,-1.64,-56.53,0.75,combi,10,402,y,Rafael Salomão
1263,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_23,TF,TF,TFGS,,-1.65,-56.53,0.75,combi,10,410,y,Rafael Salomão
1264,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_24,TF,TF,TFGS,,-1.63,-56.54,1,combi,10,497,y,Rafael Salomão
1265,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_25,TF,TF,TFGS,,-1.63,-56.54,1,combi,10,476,y,Rafael Salomão
1266,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_26,TF,TF,TFGS,,-1.62,-56.54,1.25,combi,10,563,y,Rafael Salomão
1267,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_27,TF,TF,TFGS,,-1.62,-56.53,1.25,combi,10,602,y,Rafael Salomão
1268,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_28,TF,TF,TFGS,,-1.62,-56.54,1,combi,10,511,y,Rafael Salomão
1269,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_29,TF,TF,TFGS,,-1.62,-56.54,1,combi,10,428,y,Rafael Salomão
1270,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_30,TF,TF,TFGS,,-1.61,-56.54,0.75,combi,10,331,y,Rafael Salomão
1271,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_31,TF,TF,TFGS,,-1.64,-56.55,1,combi,10,529,y,Rafael Salomão
1272,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_32,TF,TF,TFGS,,-1.63,-56.55,1,combi,10,509,y,Rafael Salomão
1273,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_33,TF,TF,TFGS,,-1.63,-56.56,0.75,combi,10,329,y,Rafael Salomão
1274,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_34,TF,TF,TFGS,,-1.62,-56.56,0.75,combi,10,382,y,Rafael Salomão
1275,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_35,TF,TF,TFGS,,-1.62,-56.56,1.25,combi,10,593,y,Rafael Salomão
1276,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_36,TF,TF,TFGS,,-1.62,-56.56,1,combi,10,530,y,Rafael Salomão
1277,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_37,TF,TF,TFGS,,-1.62,-56.58,0.75,combi,10,373,y,Rafael Salomão
1278,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_38,TF,TF,TFGS,,-1.63,-56.57,1,combi,10,467,y,Rafael Salomão
1279,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_39,TF,TF,TFGS,,-1.64,-56.57,1,combi,10,509,y,Rafael Salomão
1280,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_40,TF,TF,TFGS,,-1.63,-56.57,1,combi,10,510,y,Rafael Salomão
1281,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_41,TF,TF,TFGS,,-1.64,-56.57,1,combi,10,478,y,Rafael Salomão
1282,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_42,TF,TF,TFGS,,-1.64,-56.57,1,combi,10,489,y,Rafael Salomão
1283,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_43,TF,TF,TFGS,,-1.64,-56.58,0.75,combi,10,361,y,Rafael Salomão
1284,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_44,TF,TF,TFGS,,-1.64,-56.57,0.75,combi,10,360,y,Rafael Salomão
1285,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_45,TF,TF,TFGS,,-1.65,-56.57,1,combi,10,518,y,Rafael Salomão
1286,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_46,TF,TF,TFGS,,-1.65,-56.57,1,combi,10,443,y,Rafael Salomão
1287,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_47,TF,TF,TFGS,,-1.65,-56.58,1,combi,10,477,y,Rafael Salomão
1288,Brazil,Pará,Belem Mocambo 1,BEL_MOC1,TF,TF,TFBS,,-1.44,-48.41,1,single,10,482,y,Rafael Salomão
1289,Brazil,Pará,Belem Mocambo 2,BEL_MOC2,TF,TF,TFBS,,-1.44,-48.41,1,single,10,478,y,Rafael Salomão
1290,Brazil,Pará,"Município de Juruti, PP01-Capiranga; Platô Capiranga, área da Alcoa",JURIT_01,Floresta ombrófila densa submontana com dossel emergente - fodsm-de,TF,TFBS,,-2.48,-56.16,1,single,10,526,y,Rafael Salomão
1291,Brazil,Pará,"Município de Juruti, PP02-Adutora; Estrada da Adutora, área da Alcoa",JURIT_02,Floresta ombrófila aberta das terras baixas com palmeira - foatb-p,TF,TFBS,,-2.45,-56.18,1,single,10,498,y,Rafael Salomão
1292,Brazil,Pará,"Município de Juruti, PP03-Socó; propriedade sr. Lourival Barroso",JURIT_03,Floresta ombrófila aberta submontana com cipó - foasm-c,TF,TFBS,,-2.47,-56.01,1,single,10,447,y,Rafael Salomão
1293,Brazil,Pará,"Município de Juruti, PP04-Sorval, Comunidade São Pedro, Sítio Sorval",JURIT_04,Floresta ombrófila aberta das terras baixas com palmeira - foatb-p,TF,TFBS,,-2.25,-56.06,1,single,10,458,y,Rafael Salomão
1294,Brazil,Pará,"Município de Juruti, PP05-Várzea. Margem direita do Amazonas, Sítio sr. João Evangelista Pimentel Filho",JURIT_05,Floresta ombrófila densa aluvial com dossel uniforme - fodal-du,VA,VA,,-2.2,-56.12,1,single,10,654,y,Rafael Salomão
1295,Ecuador,Sucumbios,"Cuyabeno Reserve, Cuyabeno_LG_1",CYB_LG_1,TF,TF,TFPB,,-0.02,-76.18,1,single,10,498,y,"Carlos Cerón, Juan Ernesto Guevara"
1296,Ecuador,Sucumbios,"Cuyabeno Reserve, Cuyabeno_LG_2 (CYB-01)",CYB_LG_2,TF,TF,TFPB,,-0.02,-76.18,1,single,10,732,y,Juan Ernesto Guevara
1297,Ecuador,Sucumbíos,"Sewaya, (Secoya Sehuaya)",SEWAYA,TF,TF,TFPB,,-0.29,-76.27,1,single,10,436,y,"Juan Ernesto Guevara, Carlos Cerón"
1299,Ecuador,Pastaza,Balsaura,BALSAURA,TF,TF,TFPB,,-1.93,-77.28,1,single,10,611,y,"Juan Ernesto Guevara, Diego Reyes"
1300,Ecuador,Pastaza,Bufeo,BUFEO,TF,TF,TFPB,,-2.2,-76.77,1,single,10,410,y,"Juan Ernesto Guevara, Diego Reyes"
1301,Ecuador,Orellana,Ceiba,CEIBA,TF,TF,TFPB,,-0.66,-76.38,1,single,10,462,y,"Juan Ernesto Guevara, Gonzalo Rivas"
1302,Ecuador,Morona,Chiwias,CHIWIAS,TF,TF,TFPB,,-2.67,-77.5,1,single,10,451,y,"Juan Ernesto Guevara, David Neill"
1303,Ecuador,Pastaza,Conambo,CONAMBO,TF,TF,TFPB,,-1.82,-76.7,1,single,10,790,y,"Juan Ernesto Guevara, Diego Reyes"
1304,Ecuador,Sucumbíos,"Güeppí, Cabo Minacho colina",GUEPI,TF,TF,TFPB,,-0.2,-75.52,1,single,10,547,y,"Juan Ernesto Guevara, Carlos Cerón"
1305,Ecuador,Sucumbíos,"Güeppí, Cabo Minacho moretal",GUEPPI,TF,IG,IG,,0.02,-76.18,1,single,10,494,y,"Juan Ernesto Guevara, Carlos Cerón"
1306,Ecuador,Orellana,Herradura,HERRADURA,TF,TF,TFPB,,-0.66,-76.38,1,single,10,328,y,"Juan Ernesto Guevara, Gonzalo Rivas"
1307,Ecuador,Orellana,Hoatzin,HOATZIN,IG,IG,IG,,-0.88,-76.23,1,single,10,468,y,"Hugo Mogollón, Juan Ernesto Guevara"
1308,Ecuador,Orellana,Jaguar,JAGUAR,VA,VA,VA,,-0.67,-76.39,1,single,10,360,y,"Juan Ernesto Guevara, Gonzalo Rivas"
1309,Ecuador,Sucumbíos,Joya_Sachas,JOY_SACH,TF,TF,TFPB,,-0.31,-76.89,0.1,single,10,97,y,"Hugo Mogollon, Juan Ernesto Guevara"
1313,Ecuador,Pastaza,Kurintza,KURINTZA,TF,TF,TFPB,,-2.07,-76.75,1,single,10,405,y,Juan Ernesto Guevara
1314,Ecuador,Morona,Pakintza,PAKINTZA,TF,TF,TFPB,,-2.35,-77.28,0.25,single,10,415,y,Juan Ernesto Guevara
1315,Ecuador,Orellana,Pantano,PANTANO,VA,VA,VA,,-0.68,-76.4,1,single,10,594,y,"Juan Ernesto Guevara, Gonzalo Rivas"
1316,Ecuador,Orellana,Parche,PARCHE,TF,TF,TFPB,,-0.57,-75.23,1,single,10,608,y,"Juan Ernesto Guevara, Hugo Mogollón"
1317,Ecuador,Orellana,Sanguijuela,SANGUIJELA,TF,TF,TFPB,,-0.67,-76.4,1,single,10,427,y,"Juan Ernesto Guevara, Gonzalo Rivas"
1318,Ecuador,Morona,Shiram_Entsa,SHIRAM_E,TF,TF,TFPB,,-2.75,-77.56,1,single,10,284,y,"Juan Ernesto Guevara, David Neill"
1319,Ecuador,Sucumbíos,Shushufindi,SHUSHUFINDI,TF,TF,TFPB,,-0.21,-76.66,0.1,single,10,88,y,"Hugo Mogollon, Juan Ernesto Guevara"
1320,Ecuador,Orellana,Santa Teresita,STA_TERESITA,TF,TF,TFPB,,-0.87,-76.45,1,single,10,552,y,"Juan Ernesto Guevara, Hugo Mogollón, Roosevelt García, Nigel Pitman"
1321,Ecuador,Pastaza,Tarangaro,TARANGARO,TF,TF,TFPB,,-1.48,-77.33,1,single,10,164,y,Juan Ernesto Guevara
1322,Ecuador,Pastaza,Tinkias,TINKIAS,TF,TF,TFPB,,-1.48,-76.43,0.25,single,10,125,y,Juan Ernesto Guevara
1323,Ecuador,Morona,Tsuirim,TSUIRIM,TF,TF,TFPB,,-2.63,-77.8,1,single,10,306,y,"Juan Ernesto Guevara, David Neill"
1324,Ecuador,Morona,Tukup,TUKUP,TF,TF,TFPB,,-2.8,-77.5,1,single,10,322,y,"Juan Ernesto Guevara, David Neill"
1325,Ecuador,Pastaza,Villano,VILLANO,TF,TF,TFPB,,-1.47,-77.41,1,single,10,334,y,Juan Ernesto Guevara
1326,Ecuador,Morona,Wasurak,WASURAK,TF,TF,TFPB,,-2.57,-77.36,0.25,single,10,244,y,Juan Ernesto Guevara
1327,Ecuador,Sucumbíos,Zojechoe'qui,ZOJECHOE_01,TF,TF,TFPB,,-0.32,-75.7,1,single,10,501,y,Juan Ernesto Guevara
1328,Colombia,Meta,Tinigua Park plot 7,TINP_07,TF,TF,TFPB,,2.62,-74.04,1,single,10,547,y,Pablo Stevenson
1329,Brazil,Pará,Barcarena,BACAR_02,TF,TF,TFBS,,-1.43,-48.65,1,single,10,517,n,Ima Vieira
1330,Colombia,Caquetá,"Caqueta R, AD04-06",CAQ_01FL,FL,VA,VA,,-1.13,-71.54,0.3,combi,10,213,y,Joost Duivenvoorden
1338,Colombia,Caquetá,"Caqueta R, JD54,55,112,113,123",CAQ_07FL,FL,VA,VA,,-0.77,-71.92,0.5,combi,10,403,y,Joost Duivenvoorden
1339,Colombia,Caquetá,"Caqueta R, JD114-119",CAQ_08TF,TF,TF,TFPB,,-0.57,-72.45,0.6,combi,10,592,y,Joost Duivenvoorden
1340,Colombia,Caquetá,"Caqueta R, JD47,49,50,76",CAQ_09FL,FL,VA,VA,,-1.03,-71.3,0.4,combi,10,395,y,Joost Duivenvoorden
1341,Colombia,Caquetá,"Caqueta R, JD72-75",CAQ_10TF,TF,TF,TFPB,,-0.82,-71.88,0.4,combi,10,242,y,Joost Duivenvoorden
1342,Colombia,Caquetá,"Caqueta R, JD77,82-84",CAQ_11TF,TF,TF,TFPB,,-0.73,-72.01,0.5,combi,10,313,y,Joost Duivenvoorden
1343,Colombia,Caquetá,"Caqueta R, JD78-81",CAQ_12TF,TF,TF,TFGS,,-0.72,-72.02,0.4,combi,10,331,y,Joost Duivenvoorden
1344,Colombia,Caquetá,"Caqueta R, LE28,29,31,32",CAQ_13FLPZ,FLPZ,IG,IG,,-0.58,-72.14,0.4,combi,10,513,y,Ligia Estela Urrego
1345,Colombia,Caquetá,"Caqueta R, LE24-27,JD51",CAQ_15FLPZ,FLPZ,IG,IG,,-0.71,-71.92,0.5,combi,10,427,y,Joost Duivenvoorden
1346,Colombia,Caquetá,"Caqueta R, JD57-65",CAQ_16TF,TF,TF,TFPB,,-0.76,-71.99,0.9,combi,10,817,y,Joost Duivenvoorden
1347,Colombia,Caquetá,"Caqueta R, JD66-71",CAQ_17TF,TF,TF,TFPB,,-0.82,-71.88,0.6,combi,10,367,y,Joost Duivenvoorden
1348,Colombia,Caquetá,"Caqueta R, ADCY84,85,100,103,105",CAQ_20TF,TF,TF,TFGS,,0.03,-72.12,0.5,combi,10,385,y,Ligia Estela Urrego
1349,Colombia,Caquetá,"Caqueta R, JD23-25,44,45",CAQ_22FL,FL,VA,VA,,-1.18,-71.03,0.5,combi,10,280,y,Joost Duivenvoorden
1350,Colombia,Caquetá,"Caqueta R, JD102,106,108",CAQ_23TF,TF,TF,TFGS,,-1.33,-70.86,0.3,combi,10,247,y,Joost Duivenvoorden
1351,Colombia,Caquetá,"Caqueta R, JD91-93",CAQ_24TF,TF,TF,TFPB,,-0.58,-72.15,0.3,combi,10,195,y,Joost Duivenvoorden
1352,Colombia,Caquetá,"Caqueta R, JD96-101",CAQ_25TF,TF,TF,TFGS,,-1.45,-70.98,0.6,combi,10,533,y,Joost Duivenvoorden
1353,Colombia,Caquetá,"Caqueta R, JD26-30",CAQ_26FL,FL,VA,VA,,-1.25,-70.98,0.5,combi,10,327,y,Joost Duivenvoorden
1354,Colombia,Caquetá,"Caqueta R, JD31-34",CAQ_27FL,FL,VA,VA,,-1.25,-70.98,0.4,combi,10,249,y,Joost Duivenvoorden
1355,Colombia,Caquetá,"Caqueta R, JD35-41",CAQ_28FL,FL,VA,VA,,-1.16,-71.04,0.7,combi,10,430,y,Joost Duivenvoorden
1356,Colombia,Caquetá,"Caqueta R, JD42,43,46",CAQ_29FL,FL,VA,VA,,-1.12,-71.07,0.3,combi,10,209,y,Joost Duivenvoorden
1357,Brazil,Mato Grosso,"Juruena Fazenda Rohsamar, plot 1 (B1-P3, B2-F)",JFR_01,"terra firme, Mixed forest",TF,TFBS,273,-10.48,-58.47,0.93,single,10,472,y,Ted Feldpausch
1358,Brazil,Mato Grosso,"Juruena Fazenda Rohsamar, plot 2 (South-P17)",JFR_02,"terra firme, Mixed forest",TF,TFBS,262,-10.55,-58.49,0.525,single,10,241,y,Ted Feldpausch
1359,Brazil,Mato Grosso,"Juruena Fazenda Rohsamar, plot 3 (UT10-P9)",JFR_03,"terra firme, Mixed forest",TF,TFBS,245,-10.48,-58.52,1.025,single,10,573,y,Ted Feldpausch
1360,Brazil,Mato Grosso,"Juruena Fazenda Rohsamar, plot 4 (UT1-P22)",JFR_04,"terra firme, Mixed forest",TF,TFBS,277,-10.48,-58.48,1,single,10,569,y,Ted Feldpausch
1361,Brazil,Mato Grosso,"Juruena Fazenda Rohsamar, plot 5 (UT3,4-P8)",JFR_05,"terra firme, Mixed forest",TF,TFBS,278,-10.48,-58.48,1,single,10,555,y,Ted Feldpausch
1362,Brazil,Mato Grosso,"Juruena Fazenda Rohsamar, plot 6 (UT5-P15)",JFR_06,"terra firme, Mixed forest",TF,TFBS,249,-10.47,-58.49,1,single,10,507,y,Ted Feldpausch
1363,Brazil,Mato Grosso,"Juruena Fazenda Rohsamar, plot 7 (UT6-P8)",JFR_07,"terra firme, Mixed forest",TF,TFBS,240,-10.48,-58.5,1.025,single,10,476,y,Ted Feldpausch
1364,Brazil,Mato Grosso,"Juruena Fazenda Rohsamar, plot 8 ( UT8-P17)",JFR_08,"terra firme, Mixed forest",TF,TFBS,248,-10.47,-58.5,1,single,10,505,y,Ted Feldpausch
1365,Brazil,Mato Grosso,"Juruena Fazenda Rohsamar, plot 9 (UT9-P17)",JFR_09,"terra firme, Mixed forest",TF,TFBS,242,-10.47,-58.51,0.975,single,10,604,y,Ted Feldpausch
1366,Bolivia,Cochabamba,Sacta Plot 1,SCT_01,"terra firme, Mixed forest",TF,TFPB,248,-17.09,-64.77,1,single,10,621,y,"Luzmila Arroyo, Casimiro Mendoza, Oliver Phillips"
1367,Peru,Madre de Dios,"Tambopata, plot 8",TAM_09,"terra firme, Mixed forest, Holocene",TF,TFPB,197,-12.83,-69.28,1,single,10,556,y,"Oliver Phillips, Abel Monteagudo, Rodolfo Vasquez"
1368,Brazil,Pará,"Caxiuana TF, PARAMA course",CAX_TF_PC,terra firme,TF,TFBS,,-1.72,-51.46,-99,pcq,10,395,y,Hans ter Steege
1369,Brazil,Pará,"Caxiuana TF, PARAMA course",CAX_IG_PC,Igapo,IG,IG,,-1.72,-51.45,-99,pcq,10,526,y,Hans ter Steege
1370,Brazil,Pará,Caxiuana Team Esecaflor A,CAX_03,TF,TF,TFBS,,-1.71,-51.53,1,single,10,526,y,Yadvinder Malhi
1371,Brazil,Pará,Caxiuana Team Esecaflor B,CAX_04,TF,TF,TFBS,,-1.71,-51.53,1,single,10,499,y,Yadvinder Malhi
1372,Brazil,Pará,Caxiuana Team Terra Preta (CAX-08),CAX_08,"terra firme, Mixed forest",TF,TFBS,10,-1.85,-51.47,1,single,10,593,y,Yadvinder Malhi
1373,Brazil,Pará,Caxiuana Torre,CAX_06,"terra firme, Mixed forest, Pre-Quaternary",TF,TFBS,20,-1.72,-51.46,1,single,10,458,y,"Yadvinder Malhi, Oliver Phillips"
1374,Brazil,Pará,Caxiuana Plot 1 (RAINFOR),CAX_01,"terra firme, Mixed forest, Pre-Quaternary",TF,TFBS,15,-1.74,-51.46,1,single,10,544,y,"Tim Baker, Oliver Phillips"
1375,Brazil,Pará,Caxiuana Plot 2 (RAINFOR),CAX_02,"terra firme, Mixed forest, Pre-Quaternary",TF,TFBS,15,-1.74,-51.46,1,single,10,572,y,"Tim Baker, Oliver Phillips"
1410,Colombia,Putumayo,Villa Garzón-La Castellana,PUT_03,TF,TF,TFPB,,0.87,-76.76,0.3,combi,10,238,y,Dairon Cárdenas
1412,Colombia,Meta,La Macarena,META_01,TF,TF,TFPB,,2.22,-73.78,0.3,combi,10,187,y,Dairon Cárdenas
1413,Colombia,Meta,Puerto Concordia,META_02,TF,TF,TFPB,,2.77,-72.62,0.3,combi,10,203,y,Dairon Cárdenas
1414,Colombia,Meta,Puerto Rico,META_03,TF,TF,TFPB,,2.98,-73.2,0.4,combi,10,266,y,Dairon Cárdenas
1415,Brazil,Mato Grosso,"Parque Cristalino, Alta Floresta plot 1",ALF_01,Floresta Ombrófila Aberta,TF,TFBS,269,-9.6,-55.94,1,single,10,484,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1416,Brazil,Mato Grosso,"Parque Cristalino, Alta Floresta plot 2",ALF_02,Floresta Ombrófila Aberta,TF,TFBS,277,-9.58,-55.92,1,single,10,564,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1417,Brazil,Mato Grosso,"Fazenda Floresta, Ribeirão Cascalheira - Plot 1",FLO_01,"terra firme, Mixed forest",TF,TFBS,377,-12.81,-51.85,1,single,10,604,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1418,Brazil,Mato Grosso,"Floresta em Ribeirão Cascalheira - Mato Grosso, plot 2",FLO_02,"terra firme, Mixed forest",TF,TFBS,,-12.76,-51.88,1,single,10,484,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1419,Brazil,Mato Grosso,Nova Xavantina UNEMAT plot 2 cerradão,NXV_02,"terra firme, Mixed forest",TF,TFBS,324,-14.7,-52.35,1,single,10,614,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch"
1420,Brazil,Mato Grosso,Floresta de Galeria: Parque Municipal do Bacaba (Alto),NXV_06,"terra firme, Mixed forest",VA,IG,346,-14.72,-52.36,0.47,single,10,242,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch"
1421,Brazil,Mato Grosso,Floresta de Galeria: Parque Municipal do Bacaba (Meio),NXV_07,"terra firme, Mixed forest",VA,IG,,-14.72,-52.36,0.47,single,10,210,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch"
1422,Brazil,Mato Grosso,Parque Estadual do Araguaia - Novo Santo Antônio - Flooding forest (Impuca 1),PEA_01,"Seasonal floodplain, Mixed forest",VA,IG,200,-12.15,-50.83,1,single,10,656,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch"
1423,Brazil,Mato Grosso,Parque Estadual do Araguaia - Novo Santo Antônio - Flooding forest (Impuca 2),PEA_02,"Seasonal floodplain, Mixed forest",VA,IG,200,-12.32,-50.74,1,single,10,664,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch"
1424,Brazil,Pará,Floresta Santana do Araguaia-Pará,SAA_01,Floresta Estacional Perenifólia,TF,TFBS,,-9.64,-50.45,1,single,10,545,y,"Beatriz S. Marimon, Ben Hur Marimon Jr."
1425,Brazil,Mato Grosso,Fazenda Santa Marta plot 2 cerradão,SMT_02,"terra firme, Mixed forest",TF,TFBS,332,-12.82,-51.77,1,single,10,411,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch"
1426,Brazil,Mato Grosso,"Fazenda Tanguro, plot 2",TAN_02,"terra firme, Mixed forest",TF,TFBS,382,-13.09,-52.38,1,single,10,506,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1427,Brazil,Mato Grosso,Fazenda Tanguro plot 3,TAN_03,"terra firme, Mixed forest",TF,TFBS,356,-12.82,-52.36,1,single,10,589,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1428,Brazil,Mato Grosso,Fazenda Vera Cruz plot 1 monodominant forest (combined Bia+TROBIT),VCR_01,"terra firme, Monodominant",TF,TFBS,303,-14.83,-52.16,1,single,10,543,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd, Edmar Almeida de Oliveira"
1429,Brazil,Mato Grosso,Fazenda Vera Cruz mixed forest adjacent to monodominant (Bia data only),VCR_02,"terra firme, Mixed forest",TF,TFBS,297,-14.83,-52.17,1,single,10,614,y,"Beatriz S. Marimon, Ben Hur Marimon Jr, Ted Feldpausch, Jon Lloyd"
1430,Bolivia,Santa Cruz,"Kenia, Patujusales",KEN_01,"terra firme, Mixed forest",TF,TFPB,390,-16.02,-62.73,1,single,10,412,y,"Alejandro Araujo-Murakami, Tim Killeen, Luzmila Arroyo"
1431,Bolivia,Santa Cruz,"Kenia, Momoquisal",KEN_02,"terra firme, Mixed forest",TF,TFPB,,-16.01,-62.74,1,single,10,457,y,"Alejandro Araujo-Murakami, Tim Killeen, Luzmila Arroyo"
1432,Bolivia,Santa Cruz,Alta Vista 1,ALV_01,Mixed forest,TF,TFBS,433,-16.12,-61.89,1,single,10,485,y,"Alejandro Araujo-Murakami, Tim Killeen, Luzmila Arroyo"
1433,Bolivia,Santa Cruz,Alta Vista 2,ALV_02,Mixed forest,TF,TFBS,410,-16.08,-61.89,1,single,10,473,y,"Alejandro Araujo-Murakami, Tim Killeen, Luzmila Arroyo"
1434,Brazil,Pará,"Parque Ecológico de Gunma, Plot 1",GUNM_01,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.3,1,single,10,470,y,Ima Vieira
1435,Brazil,Pará,"Parque Ecológico de Gunma, Plot 2",GUNM_02,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.3,1,single,10,523,y,Ima Vieira
1436,Brazil,Pará,"Parque Ecológico de Gunma, Plot 3",GUNM_03,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.3,1,single,10,506,y,Ima Vieira
1437,Brazil,Pará,"Parque Ecológico de Gunma, Plot 4",GUNM_04,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.3,1,single,10,489,y,Ima Vieira
1438,Brazil,Pará,"Parque Ecológico de Gunma, Plot 5",GUNM_05,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.29,1,single,10,499,y,Ima Vieira
1439,Brazil,Pará,"Parque Ecológico de Gunma, Plot 6",GUNM_06,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.29,1,single,10,492,y,Ima Vieira
1440,Brazil,Pará,"Parque Ecológico de Gunma, Plot 8",GUNM_08,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.29,1,single,10,490,y,Ima Vieira
1441,Brazil,Pará,"Parque Ecológico de Gunma, Plot 9",GUNM_09,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.29,1,single,10,563,y,Ima Vieira
1442,Brazil,Pará,"Parque Ecológico de Gunma, Plot 10",GUNM_10,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.29,1,single,10,512,y,Ima Vieira
1443,Brazil,Pará,"Parque Ecológico de Gunma, Plot 11",GUNM_11,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.28,1,single,10,524,y,Ima Vieira
1444,Brazil,Pará,"Parque Ecológico de Gunma, Plot 12",GUNM_12,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.29,1,single,10,503,y,Ima Vieira
1445,Brazil,Pará,"Parque Ecológico de Gunma, Plot 13",GUNM_13,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.29,1,single,10,478,y,Ima Vieira
1446,Brazil,Pará,"Parque Ecológico de Gunma, Plot 14",GUNM_14,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.28,1,single,10,559,y,Ima Vieira
1447,Brazil,Pará,"Parque Ecológico de Gunma, Plot 15",GUNM_15,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.28,1,single,10,447,y,Ima Vieira
1448,Brazil,Pará,"Parque Ecológico de Gunma, Plot 19",GUNM_19,Floresta de Terra Firme,TF,TFBS,,-1.2,-48.29,1,single,10,488,y,Ima Vieira
